23.2885574,72.3373025
23.2885513,72.3373075
23.2887295,72.3372626
23.2887295,72.3372626
23.2887295,72.3372626
23.2887295,72.3372626
23.2753597,72.3440494
23.2753597,72.3440494
23.2753597,72.3440494
23.2753597,72.3440494
23.2286634,72.358306
23.2286634,72.358306
23.2286634,72.358306
23.2286634,72.358306
23.2112801,72.3634854
23.2112801,72.3634854
23.2112801,72.3634854
23.1918888,72.3731039
23.1918888,72.3731039
23.1918888,72.3731039
23.1918888,72.3731039
23.1848431,72.3712542
23.1848431,72.3712542
23.1848431,72.3712542
23.1848431,72.3712542
23.1515394,72.4226706
23.1515394,72.4226706
23.1515394,72.4226706
23.1479215,72.4382046
23.1479215,72.4382046
23.1479215,72.4382046
23.1479215,72.4382046
23.1460782,72.4744645
23.1460782,72.4744645
23.1460782,72.4744645
23.1460782,72.4744645
23.1375792,72.4925665
23.1375792,72.4925665
23.1375792,72.4925665
23.1248285,72.5069871
23.1248285,72.5069871
23.1248285,72.5069871
23.1248285,72.5069871
23.1250389,72.5088359
23.1250389,72.5088359
23.1250389,72.5088359
23.1250389,72.5088359
23.1078681,72.523437
23.1078681,72.523437
23.1078681,72.523437
23.1078681,72.523437
23.0938122,72.5306981
23.0938122,72.5306981
23.0938122,72.5306981
23.0938122,72.5306981
23.0844049,72.5315536
23.0844049,72.5315536
23.0844049,72.5315536
23.0844049,72.5315536
23.0780878,72.5397025
23.0780878,72.5397025
23.0780878,72.5397025
23.0790114,72.5370039
23.0790114,72.5370039
23.0790114,72.5370039
23.0790114,72.5370039
23.0791272,72.5369472
23.0791272,72.5369472
23.0791272,72.5369472
23.0791272,72.5369472
23.0791102,72.5369544
23.0791102,72.5369544
23.0791102,72.5369544
23.0791102,72.5369544
23.0791107,72.536931
23.0791107,72.536931
23.0791107,72.536931
23.0790714,72.5370055
23.0790714,72.5370055
23.0790714,72.5370055
23.0790714,72.5370055
23.0791195,72.5369313
23.0791195,72.5369313
23.0791195,72.5369313
23.0791195,72.5369313
23.0799668,72.5365655
23.0799668,72.5365655
23.0799668,72.5365655
23.0769373,72.5384141
23.0769373,72.5384141
23.0769373,72.5384141
23.0769373,72.5384141
23.0793728,72.5376747
23.0793728,72.5376747
23.078653,72.5376747
23.078653,72.5376747
23.078653,72.5376747
23.0799668,72.5365655
23.0799668,72.5365655
23.0799668,72.5365655
23.0799668,72.5365655
23.2887295,72.3372626
